DrawNo,DrawDate,DrawnNo1,DrawnNo2, DrawnNo3, DrawnNo4, DrawnNo5, DrawnNo6,Jackpot
440916,20160427,04,06,08,12,27,45,2106704997
441016,20160430,02,13,21,29,30,38,2123415941
441116,20160501,16,27,29,34,40,53,2139972839
441216,20160503,04,14,21,26,31,42,2153523877
441316,20160504,14,21,30,32,34,38,2168720273
441416,20160507,08,16,33,40,48,55,2185459102
441516,20160508,05,13,16,18,30,42,2202117708
441616,20160511,06,11,13,38,47,48,2218725871
441716,20160514,04,07,14,44,46,52,2236039096
441816,20160515,13,24,25,38,45,49,2252744428
441916,20160518,09,10,15,18,43,45,2269910613
442016,20160521,02,07,17,27,49,53,2287863334
442116,20160522,10,12,16,18,31,41,2305118465
442216,20160525,25,39,49,51,54,55,2322704033
442316,20160528,07,14,26,33,50,55,2340590330
442416,20160529,19,24,30,32,38,45,2359047018
442516,20160531,03,15,28,44,45,52,2374456913
442616,20160601,01,24,26,29,45,48,2391091388
442716,20160604,03,07,09,16,22,35,2409939896
442816,20160605,06,11,12,17,19,24,2428995182
442916,20160608,09,15,17,34,42,46,2447863389
443016,20160611,06,28,29,31,32,34,2467483954
443116,20160612,05,15,19,31,34,55,2486839576
443216,20160615,06,11,16,28,32,50,2506357324
443316,20160618,09,16,24,42,49,50,2526426516
443416,20160619,09,10,23,29,46,55,2545961353
443516,20160622,11,37,48,51,52,53,2566116488
443616,20160625,03,13,14,30,50,51,2586624976
443716,20160626,16,21,24,42,44,52,2606918785
443816,20160629,01,02,03,45,51,53,2627026587
443916,20160702,07,20,22,23,37,45,2647957676
444016,20160703,16,22,34,36,46,47,2668383796
444116,20160706,06,12,24,30,45,53,2689352923
444216,20160709,01,09,15,26,27,49,2710143479
444316,20160710,02,06,16,26,29,49,2730691507
444416,20160712,10,14,21,29,44,47,2669354510
444516,20160713,02,05,26,37,48,50,2688181175
444616,20160716,04,14,16,30,39,43,2708766704
444716,20160717,04,09,15,28,41,55,2729718957
444816,20160720,01,26,30,43,50,54,2750212859
444916,20160723,02,03,19,20,29,45,2771270825
445016,20160724,02,08,27,32,46,49,2792170990
445116,20160727,12,13,15,29,39,42,2813137972
445216,20160730,01,10,13,22,37,44,2834547324
445316,20160731,08,18,24,36,37,55,2856779320
445416,20160803,03,06,07,08,15,46,2879181700
445516,20160806,02,03,09,34,44,52,2901992953
445616,20160807,06,15,16,37,41,51,2924567005
445716,20160809,03,12,27,29,42,55,2942477076
445816,20160810,07,13,25,28,32,42,2962658023
445916,20160813,11,13,14,25,29,38,2985307436
446016,20160814,01,08,16,27,42,55,3007618296
446116,20160817,07,11,26,41,46,52,3031096930
446216,20160820,11,19,20,33,49,54,3055472996
446316,20160821,21,40,41,42,43,53,3079125983
446416,20160824,12,31,41,45,51,53,3102517959
446516,20160827,11,14,19,28,33,38,3127287954
446616,20160828,14,18,21,29,33,35,3151553481
446716,20160830,30,36,42,44,45,52,3173023644
446816,20160831,01,19,20,43,47,50,3198665189
446916,20160903,01,20,36,48,49,50,3226420846
447016,20160904,07,16,29,32,38,43,3254358792
447116,20160906,03,04,26,31,32,49,3278132900
447216,20160907,02,18,22,24,28,35,3305740730
447316,20160910,02,19,28,37,46,48,3337043573
447416,20160911,11,19,21,22,23,43,3367883525
447516,20160914,03,10,14,21,34,55,3399148831
447616,20160917,11,12,18,20,27,30,3431324796
447716,20160918,13,16,18,22,37,54,3462837098
447816,20160921,01,27,29,31,41,50,3494709045
447916,20160924,10,11,35,36,54,55,3527871675
448016,20160925,13,17,30,35,37,45,3560325811
448116,20160927,17,28,31,42,53,55,3586749280
448216,20160928,03,13,23,28,40,51,3617922672
448316,20161001,30,31,37,38,53,54,3654036929
448416,20161002,01,04,06,26,28,39,3689509974
448516,20161004,18,20,33,51,52,53,3718138824
448616,20161005,03,11,13,14,38,41,0317239151
448716,20161008,14,15,16,25,44,53,0329811926
448816,20161009,09,16,25,28,38,55,0341090265
448916,20161012,01,04,08,11,18,26,0351164258
449016,20161015,04,17,31,36,44,51,0361388544
449116,20161016,05,09,11,30,31,40,0371080762
449216,20161019,01,03,05,07,36,46,0380831253
449316,20161022,09,10,11,19,24,28,0390820947
449416,20161023,01,21,23,24,50,55,0400411886
449516,20161025,10,16,18,29,44,53,0408099137
449616,20161026,04,07,17,24,29,54,0416782526
449716,20161029,10,15,16,28,34,48,0426421656
449816,20161030,01,20,24,42,50,52,0435846607
449916,20161101,02,13,23,31,44,48,0443625628
450016,20161102,10,14,31,32,36,42,0452227579
450116,20161105,15,17,24,41,42,46,0461792813
450216,20161106,05,16,17,38,48,49,0471153772
450316,20161109,04,22,24,33,34,36,0480304735
450416,20161112,06,10,17,33,37,52,0489751959
450516,20161113,05,12,20,46,50,55,0498910680
450616,20161116,01,06,07,13,34,54,0508100897
450716,20161119,05,12,23,41,54,55,0517404763
450816,20161120,06,10,27,32,37,47,0526440754
450916,20161123,18,19,24,33,41,53,0535579991
451016,20161126,08,12,13,28,37,47,0544879353
451116,20161127,05,10,12,20,43,47,0553891106
451216,20161129,08,12,19,32,39,51,0561398570
451316,20161130,06,09,22,30,41,47,0569734219
451416,20161203,07,18,27,31,44,54,0579205073
451516,20161204,03,12,36,42,43,46,0588443409
451616,20161206,15,23,28,32,50,51,0595848843
451716,20161207,03,22,24,30,45,53,0604264786
451816,20161210,18,26,29,30,44,52,0613607763
451916,20161211,02,19,27,33,49,50,0622588556
452016,20161214,18,19,34,36,40,48,0631635308
452116,20161217,06,08,19,20,37,53,0640991762
452216,20161218,09,10,12,20,44,54,0650065327
452316,20161221,05,10,28,35,44,49,0659402798
452416,20161224,03,17,23,24,42,55,0668997204
452516,20161225,03,42,43,50,52,54,0308545466
452616,20161227,05,17,31,33,35,54,0315449292
452716,20161228,14,15,30,40,47,55,0323078449
452816,20161231,11,23,27,28,36,50,0332100569
452917,20170101,04,08,09,44,46,50,0340630734
453017,20170103,02,03,26,30,31,46,0347467421
453117,20170104,01,11,45,47,48,55,0355115597
453217,20170107,15,17,27,42,54,55,0308440754
453317,20170108,17,19,20,32,33,53,0316653780
453417,20170111,12,16,17,18,33,44,0324747830
453517,20170114,04,12,18,48,49,54,0333218650
453617,20170115,08,09,19,30,37,44,0341264188
453717,20170117,09,24,26,43,45,50,0347619144
453817,20170118,06,17,24,25,27,53,0355031084
453917,20170121,15,30,41,45,52,55,0363679724
454017,20170122,12,17,27,32,46,47,0372015015
454117,20170124,02,05,06,25,48,50,0378589869
454217,20170125,01,03,08,11,21,45,0386436100
454317,20170128,04,13,18,31,50,55,0396512595
454417,20170129,16,25,27,30,37,44,0406049694
454517,20170131,01,18,29,33,42,46,0414202768
454617,20170201,05,09,19,30,35,37,0422842578
454717,20170204,10,25,34,39,44,47,0432460830
454817,20170205,01,12,23,24,44,52,0441626844
454917,20170207,03,07,21,25,38,51,0448917377
455017,20170208,04,12,14,15,42,54,0457017076
455117,20170211,08,12,19,20,41,42,0466290805
455217,20170212,10,13,20,24,33,43,0475210716
455317,20170215,18,36,39,48,49,53,0483849060
455417,20170218,10,23,33,46,50,55,0492707982
455517,20170219,03,22,25,26,27,36,0501385758
455617,20170222,04,30,38,46,49,51,0510226519
455717,20170225,10,12,16,18,34,54,0519318638
455817,20170226,02,06,15,22,38,40,0528226323
455917,20170228,12,21,30,39,42,51,0535557611
456017,20170301,01,10,11,21,29,40,0543593889
456117,20170304,15,22,30,35,41,51,0552646790
456217,20170305,02,05,14,35,45,47,0561655290
456317,20170308,03,16,23,24,28,50,0570419510
456417,20170311,01,12,19,21,30,49,0579296986
456517,20170312,01,10,22,29,37,45,0587945412
456617,20170315,05,13,27,31,34,48,0596644603
456717,20170318,08,20,31,37,41,54,0605476033
456817,20170319,01,22,28,30,33,42,0613992112
456917,20170322,01,04,14,24,32,52,0622569896
457017,20170325,03,14,25,29,49,53,0631573355
457117,20170326,07,12,21,25,37,42,0640386695
457217,20170328,01,04,36,48,52,53,0647487074
457317,20170329,04,07,11,16,20,41,0655460003
457417,20170401,22,24,31,36,39,48,0664544150
457517,20170402,05,22,28,39,48,51,0673430671
457617,20170404,04,07,15,24,42,46,0680922370
457717,20170405,15,37,39,48,52,53,0689159778
457817,20170408,04,06,31,42,46,47,0698513086
457917,20170409,04,12,26,29,48,55,0707371793
458017,20170412,04,14,26,32,38,46,0716350191
458117,20170415,14,19,24,30,32,51,0725650017
458217,20170416,08,14,17,19,20,45,0734497677
458317,20170419,05,15,19,27,37,54,0743470927
458417,20170422,08,14,34,35,36,51,0752788235
458517,20170423,19,22,38,44,48,51,0761726450
458617,20170425,12,14,16,21,39,52,0768896041
458717,20170426,01,08,14,21,28,43,0777050545
458817,20170429,01,17,21,37,41,49,0786213056
458917,20170430,11,30,37,41,44,46,0795213548
459017,20170502,20,29,40,43,45,52,0802485563
459117,20170503,01,26,29,34,36,41,0810843162
459217,20170506,14,32,37,40,50,55,0820117856
459317,20170507,17,19,23,40,43,45,0829283191
459417,20170510,04,06,08,18,24,54,0838607685
459517,20170513,15,17,21,24,51,52,0847962066
459617,20170514,07,11,19,24,32,39,0857063337
459717,20170517,07,08,19,25,40,42,0866068977
459817,20170520,02,09,19,20,24,31,0875495966
459917,20170521,10,22,24,32,54,55,0884904258
460017,20170524,03,06,11,16,29,45,0894062908
460117,20170527,12,18,38,40,49,50,0903560718
460217,20170528,04,09,20,25,26,51,0912752115
460317,20170531,03,07,14,32,36,39,0922077360
460417,20170603,01,03,15,24,29,47,0931857809
460517,20170604,04,23,31,33,38,44,0941404704
460617,20170607,27,44,47,50,51,54,0951147258
460717,20170610,10,14,27,38,40,46,0961173453
460817,20170611,02,04,08,17,30,51,0970900921
460917,20170614,10,21,26,28,38,46,0980693382
461017,20170617,03,20,25,38,39,50,0990691549
461117,20170618,05,12,14,25,49,50,1000571383
461217,20170621,14,25,36,41,48,50,0810291892
461317,20170624,21,39,40,44,49,50,0820774936
461417,20170625,02,08,09,30,51,54,0830929902
461517,20170628,11,13,26,29,48,49,0841068888
461617,20170701,06,26,27,36,43,45,0851465739
461717,20170702,09,12,27,33,41,43,0861542913
461817,20170704,07,23,25,32,35,52,0869626596
461917,20170705,03,15,22,29,30,35,0878916269
462017,20170708,02,03,08,17,26,28,0889161540
462117,20170709,06,07,13,23,29,52,0899470696
462217,20170712,13,18,30,35,39,52,0909926570
462317,20170715,01,04,11,14,16,48,0920675523
462417,20170716,08,12,17,21,27,49,0931263565
462517,20170719,06,11,13,30,53,55,0941650406
462617,20170722,03,10,45,47,48,51,0952423990
462717,20170723,04,16,21,25,51,55,0962988079
462817,20170725,05,11,17,21,29,46,0971451212
462917,20170726,19,34,40,43,45,51,0981197770
463017,20170729,04,11,21,28,39,53,0992027875
463117,20170730,07,15,16,21,33,47,1002749550
463217,20170801,06,10,24,28,40,52,1011744071
463317,20170802,05,09,13,22,49,52,1022155222
463417,20170805,14,24,28,33,38,42,1034105911
463517,20170806,06,16,23,27,40,42,1046009195
463617,20170809,07,11,18,27,29,40,1057510185
463717,20170812,07,12,33,43,44,52,1069752379
463817,20170813,01,03,38,40,42,44,1081694095
463917,20170816,13,14,25,26,43,48,1093694870
464017,20170819,21,25,29,41,46,50,1106250556
464117,20170820,17,23,27,30,49,54,1118960074
464217,20170823,08,16,18,19,32,37,1131199516
464317,20170826,06,42,45,46,49,50,1144260421
464417,20170827,22,26,33,35,38,50,1156994106
464517,20170829,01,06,19,20,33,40,1167964387
464617,20170830,05,06,14,33,44,48,1179362166
464717,20170902,07,13,26,31,33,38,1193217365
464817,20170903,03,11,23,35,38,51,1206793606
464917,20170905,05,12,37,46,47,48,1216902705
465017,20170906,14,18,23,32,40,45,1228327619
465117,20170909,26,30,33,36,40,46,1241308265
465217,20170910,05,13,27,34,51,53,1255923044
465317,20170913,01,09,41,42,49,54,1269450201
465417,20170916,19,28,31,33,41,43,1283563944
465517,20170917,02,09,28,35,36,50,1296613302
465617,20170920,07,13,16,21,28,54,1310436075
465717,20170923,26,27,31,40,42,48,1324918650
465817,20170924,04,23,26,27,34,52,1338731521
465917,20170926,18,21,28,36,47,54,1349700372
466017,20170927,04,09,14,18,36,48,1362231069
466117,20170930,04,08,23,35,38,51,1376000503
466217,20171001,17,18,27,29,31,43,1389635875
466317,20171003,01,02,17,25,34,41,1400508523
466417,20171004,13,15,17,37,45,47,1412712358
466517,20171007,07,09,12,15,18,45,1426186426
466617,20171008,04,05,06,20,42,46,1439299919
466717,20171011,08,24,39,48,53,55,1451951594
466817,20171014,18,20,25,30,41,47,1465221923
466917,20171015,07,08,14,25,34,50,1478003835
467017,20171018,11,14,28,32,38,54,1491301834
467117,20171021,10,11,27,30,41,42,2099648643
467217,20171022,11,14,26,28,38,55,2113364452
467317,20171025,14,31,35,48,49,53,2126856609
467417,20171028,12,20,31,32,41,43,2140812265
467517,20171029,17,26,29,41,43,55,2154212044
467617,20171031,08,25,26,29,36,41,2165408908
467717,20171101,04,09,20,23,24,48,2177840077
467817,20171104,01,02,06,09,18,23,2191389899
467917,20171105,04,09,12,15,33,41,2204896249
468017,20171107,12,20,31,47,49,55,2215910216
468117,20171108,07,20,30,37,49,55,2228907808
468217,20171111,01,02,03,05,42,47,2243531167
468317,20171112,12,19,20,40,42,47,2258174760
468417,20171115,02,19,21,34,46,52,2272801229
468517,20171118,04,10,21,22,25,38,2287641984
468617,20171119,10,15,19,21,34,36,2302299055
468717,20171122,04,23,30,34,40,48,2317287278
468817,20171125,08,13,17,33,42,49,2332796021
468917,20171126,40,43,51,52,53,54,2347761436
469017,20171128,04,05,06,12,29,35,2360002379
469117,20171129,03,10,36,43,53,55,2374002437
469217,20171202,07,35,43,45,54,55,2389696437
469317,20171203,07,15,16,38,49,54,2405029612
469417,20171205,03,09,24,26,42,46,2417134205
469517,20171206,02,34,43,45,49,54,2431301287
469617,20171209,17,23,34,46,50,52,2446812783
469717,20171210,16,30,34,51,52,53,2462298861
469817,20171213,06,14,26,32,52,54,2477589923
469917,20171216,03,20,35,41,47,50,2493080827
470017,20171217,06,09,13,25,46,49,2508253020
470117,20171220,24,35,36,45,46,55,2523931040
470217,20171223,03,23,24,25,35,39,2540062441
470317,20171224,03,14,18,25,48,54,2555818825
470417,20171226,01,02,10,39,47,53,2568780631
470517,20171227,05,19,24,26,37,55,2583183412
470617,20171230,04,06,28,35,49,50,2599548904
470717,20171231,03,07,15,30,41,50,2617143016
470818,20180103,07,14,26,33,36,41,2633544616
470918,20180106,01,20,24,32,34,41,2650637978
471018,20180107,02,08,24,35,44,47,2667258582
471118,20180110,07,25,30,33,36,42,2683478643
471218,20180113,03,16,23,33,50,55,2700237957
471318,20180114,10,22,27,32,35,50,2716729253
471418,20180116,01,03,06,12,27,35,2729680727
471518,20180117,03,34,36,48,52,53,2744855816
471618,20180120,12,13,25,35,54,55,2761732712
471718,20180121,06,08,15,17,37,53,2778418095
471818,20180124,16,25,36,40,42,50,2794859341
471918,20180127,01,17,21,25,35,44,2812690583
472018,20180128,02,07,26,29,38,51,2830638013
472118,20180130,11,14,28,48,54,55,0310155074
472218,20180131,01,09,25,31,33,45,0320813436
472318,20180203,01,04,13,20,32,49,0331629277
472418,20180204,07,26,29,41,45,53,0342403827
472518,20180206,05,15,31,36,37,42,0350524583
472618,20180207,02,07,16,17,29,48,0360015279
472718,20180210,16,27,38,39,42,43,0370549982
472818,20180211,04,26,43,44,45,50,0380825426
472918,20180213,15,24,27,30,35,47,0389339432
473018,20180214,07,14,25,40,41,52,0399444420
473118,20180217,18,31,36,41,54,55,0410625662
473218,20180218,15,28,36,46,53,55,0421681779
473318,20180220,12,22,24,51,52,54,0430860306
473418,20180221,01,06,18,24,49,51,0440790369
473518,20180224,19,20,22,30,42,54,0451383559
473618,20180225,08,18,26,38,46,55,0461582462
473718,20180227,15,23,38,45,46,55,0470383433
473818,20180228,03,07,11,20,41,44,0479340846
473918,20180303,14,27,46,48,49,55,0489410370
474018,20180304,05,10,12,39,47,48,0499341541
474118,20180306,08,13,26,29,31,50,0507026826
474218,20180307,09,12,23,29,32,34,0515738779
474318,20180310,07,09,34,37,38,46,0525593231
474418,20180311,10,23,25,37,45,55,0535265358
474518,20180314,15,19,25,27,54,55,0544700141
474618,20180317,04,08,13,17,35,47,0554554128
474718,20180318,04,09,11,22,35,48,0564065630
474818,20180321,12,22,28,35,41,54,0573457370
474918,20180324,04,07,19,27,41,49,0583124277
475018,20180325,04,21,28,37,47,53,0592537931
475118,20180328,02,04,22,36,40,50,0601574316
475218,20180331,27,32,34,37,40,44,0611137727
475318,20180401,19,31,33,43,46,48,0620543516
475418,20180403,11,12,34,36,49,53,0627902761
475518,20180404,07,20,21,26,28,36,0636307693
475618,20180407,10,11,31,36,40,45,0645839680
475718,20180408,03,17,39,45,52,55,0655194633
475818,20180411,01,13,17,22,40,42,0308500635
475918,20180414,07,13,14,20,42,54,0317013461
476018,20180415,03,05,12,35,38,45,0325179655
476118,20180418,03,06,19,33,36,50,0333404586
476218,20180421,05,07,13,21,34,54,0341868363
476318,20180422,03,14,31,35,44,50,0350110883
476418,20180425,05,11,15,21,29,52,0358225919
476518,20180428,03,11,14,15,16,47,0366519168
476618,20180429,04,05,15,19,28,44,0374578541
476718,20180501,02,07,18,19,23,54,0381508822
476818,20180502,03,13,25,35,37,50,0388606591
476918,20180505,29,30,33,44,49,51,0396645980
477018,20180506,10,16,22,47,50,53,0404536184
477118,20180509,14,17,27,29,30,44,0412814132
477218,20180512,02,05,09,11,26,49,0420485868
477318,20180513,22,26,47,48,51,55,0428083708
477418,20180516,02,16,19,21,37,45,0435619558
477518,20180519,06,36,38,49,51,52,0443277566
477618,20180520,03,15,19,23,39,45,0450870795
477718,20180523,18,20,21,31,33,54,0458286310
477818,20180526,14,17,18,24,43,44,0466045454
477918,20180527,13,17,22,30,34,46,0473775462
478018,20180530,05,13,25,36,39,48,0481423638
478118,20180602,02,06,21,30,31,44,0489375189
478218,20180603,01,13,14,24,34,35,0497155176
478318,20180606,03,07,37,41,44,52,0505093642
478418,20180609,05,22,26,30,39,46,0513423499
478518,20180610,01,17,18,40,44,47,0521579790
478618,20180613,04,21,24,27,46,55,0529618571
478718,20180616,01,31,34,38,47,49,0537856050
478818,20180617,01,10,22,24,31,47,0545660275
478918,20180620,05,07,14,39,42,52,0553450164
479018,20180623,05,12,22,23,29,52,0561355025
479118,20180624,13,17,18,30,53,54,0569215235
479218,20180626,01,24,25,40,43,44,0575291984
479318,20180627,09,10,12,17,29,52,0582214900
479418,20180630,05,12,16,30,35,50,0590240132
479518,20180701,01,06,10,18,25,34,0598116536
479618,20180703,11,21,22,30,31,48,0604203867
479718,20180704,02,03,15,45,46,50,0611304604
479818,20180707,19,23,24,25,27,35,0619335270
479918,20180708,11,18,20,32,43,54,0627248247
480018,20180711,13,16,17,19,42,48,0634981937
480118,20180714,06,19,23,39,53,54,0642969917
480218,20180715,01,12,19,21,22,24,0650838921
480318,20180718,03,06,14,28,44,45,0658619086
480418,20180721,08,16,41,44,52,53,0636859132
480518,20180722,05,14,18,34,43,52,0644856371
480618,20180725,11,17,26,35,38,47,0652703782
480718,20180728,28,31,35,41,44,53,0660922993
480818,20180729,06,12,38,44,49,55,0669020690
480918,20180731,05,27,33,41,45,47,0675600335
481018,20180801,02,11,14,39,43,51,0683045952
481118,20180804,04,24,26,28,47,49,0691360544
481218,20180805,03,08,09,19,34,44,0699594806
481318,20180807,05,11,12,15,52,54,0705893348
481418,20180808,10,30,35,41,49,53,0713344613
481518,20180811,03,05,17,23,31,53,0721792588
481618,20180812,07,13,14,18,37,50,0730081619
481718,20180815,10,23,35,42,43,53,0738065238
481818,20180818,15,18,31,38,42,53,0746389268
481918,20180819,15,25,44,48,49,55,0754583955
482018,20180822,11,13,34,38,39,42,0762974695
482118,20180825,11,17,26,39,47,50,0771465070
482218,20180826,07,11,20,24,48,54,0779652249
482318,20180828,17,23,28,31,47,49,0785992297
482418,20180829,08,28,31,34,43,54,0793238858
482518,20180901,38,40,42,45,50,52,0801389322
482618,20180902,01,03,07,13,31,37,0809517514
482718,20180904,02,09,20,50,51,54,0816004816
482818,20180905,03,05,41,49,50,54,0823481607
482918,20180908,01,10,40,43,47,48,0831922075
483018,20180909,01,20,34,41,49,50,0840370837
483118,20180912,20,27,34,35,45,50,0848765581
483218,20180915,08,17,24,28,30,43,0857494516
483318,20180916,06,10,24,28,49,54,0866016494
483418,20180919,20,26,33,39,50,53,0874569932
483518,20180922,07,16,25,39,44,47,0883644819
483618,20180923,02,11,14,29,38,54,0892542994
483718,20180925,03,10,21,26,43,50,0899420400
483818,20180926,04,05,17,20,49,55,0907239497
483918,20180929,12,15,27,43,48,55,0916273665
484018,20180930,01,10,15,16,25,34,0925442646
484118,20181002,04,16,19,35,37,53,0932596579
484218,20181003,04,23,32,45,48,53,0940935660
484318,20181006,06,16,17,28,47,48,0950341449
484418,20181007,01,06,25,26,39,44,0959748811
484518,20181010,02,20,43,46,47,54,0968928053
484618,20181013,11,28,42,47,50,52,0978472231
484718,20181014,03,20,22,34,35,45,0987912841
484818,20181017,10,16,20,25,26,30,0997466492
484918,20181020,06,08,18,19,30,50,1007386474
485018,20181021,04,22,25,38,45,50,1017197811
485118,20181024,11,12,18,37,48,54,1026990809
485218,20181027,07,09,20,32,40,46,1036875434
485318,20181028,18,30,32,35,37,49,1046709830
485418,20181030,19,24,27,37,45,55,1054503187
485518,20181031,07,11,13,15,21,32,1063413017
485618,20181103,08,12,17,21,37,38,1073429095
485718,20181104,04,08,14,22,37,49,1083162533
485818,20181106,10,21,26,38,45,49,1091422249
485918,20181107,07,24,27,30,37,43,1099998174
486018,20181110,01,06,10,12,52,54,1109829138
486118,20181111,01,16,24,30,33,39,1120849719
486218,20181114,03,05,13,14,22,45,1132622623
486318,20181117,06,28,31,33,34,44,1145478037
486418,20181118,04,05,10,27,32,34,1158178904
486518,20181121,10,25,28,34,47,55,1170728370
486618,20181124,06,10,12,17,38,55,1183719706
486718,20181125,02,08,19,22,42,52,1196387254
486818,20181127,02,17,28,32,49,53,1206119155
486918,20181128,14,22,25,41,45,52,1216981793
487018,20181201,01,28,34,46,52,53,1229498690
487118,20181202,07,08,20,25,30,52,1241740455
487218,20181204,04,07,28,29,33,42,1251175095
487318,20181205,10,12,18,35,37,46,1262003699
487418,20181208,02,07,20,25,50,54,1274383066
487518,20181209,14,17,21,37,44,55,1286186930
487618,20181212,21,23,31,39,54,55,1298762136
487718,20181215,03,09,14,15,34,42,1312146007
487818,20181216,03,06,09,29,33,37,1324894135
487918,20181219,01,03,05,15,16,53,1338019068
488018,20181222,10,18,25,32,34,48,1351838624
488118,20181223,26,28,32,47,54,55,1365137696
488218,20181225,20,28,38,46,47,55,1376602113
488318,20181226,08,09,11,18,26,45,1388239060
488418,20181229,17,19,21,37,44,48,1401821057
488518,20181230,06,11,12,33,42,50,1415572902
488619,20190102,20,22,25,39,50,51,1429652074
488719,20190105,07,25,44,49,52,55,1444012992
488819,20190106,11,12,14,15,35,52,1458115974
488919,20190109,04,10,17,18,35,54,1471506387
489019,20190112,02,05,19,21,48,49,1485660634
489119,20190113,02,07,22,43,50,54,1499509147
489219,20190116,06,09,15,23,28,51,1513168900
489319,20190119,23,25,43,44,45,49,1527634458
489419,20190120,07,13,18,21,31,47,1541472747
489519,20190123,16,24,28,34,38,42,1555133537
489619,20190126,01,15,19,24,42,44,1570143496
489719,20190127,15,26,47,48,53,55,1585239005
489819,20190129,01,11,18,24,25,30,1597274922
489919,20190130,01,16,21,27,42,54,1612329247
490019,20190202,03,23,26,32,43,49,1631527962
490119,20190203,01,08,29,32,33,35,1651113671
490219,20190205,01,04,05,31,49,52,1670093382
490319,20190206,02,04,07,12,40,55,1689694035
490419,20190209,08,18,22,28,40,55,1710074216
490519,20190210,09,17,20,27,45,46,1729954755
490619,20190213,04,20,34,40,45,48,1750281168
490719,20190216,06,24,25,28,31,50,1770969014
490819,20190217,23,26,35,39,51,53,1791228325
490919,20190219,06,15,17,29,43,45,1807899337
491019,20190220,07,11,26,36,39,55,1825936678
491119,20190223,07,16,33,35,45,48,1848654981
491219,20190224,05,07,11,28,31,48,1870665327
491319,20190227,13,14,19,27,40,52,1892538857
491419,20190302,02,10,12,37,45,47,1915543696
491519,20190303,08,20,39,44,46,51,1850879956
491619,20190306,10,13,25,29,41,51,1872854945
491719,20190309,01,04,06,07,48,55,1894925172
491819,20190310,15,23,27,29,31,46,1862254988
491919,20190313,06,14,20,35,38,52,1883393713
492019,20190316,26,30,50,52,54,55,1905173972
492119,20190317,02,13,28,46,48,51,1927061159
492219,20190320,04,09,16,38,43,49,1948194343
492319,20190323,01,24,30,36,40,52,1970305504
492419,20190324,04,14,15,32,41,44,1991280780
492519,20190327,04,09,22,23,25,35,2012997010
492619,20190330,21,28,36,43,52,55,2036652535
492719,20190331,11,13,30,34,36,41,2060270558
492819,20190402,05,18,43,44,52,54,2078501342
492919,20190403,02,09,31,32,33,34,2099162089
493019,20190406,04,08,17,18,31,39,2122838599
493119,20190407,11,15,16,26,36,37,2146455192
493219,20190410,06,13,29,39,44,55,2169880201
493319,20190413,11,18,21,45,46,47,2193325444
493419,20190414,17,22,26,37,46,54,2217703119
493519,20190417,06,08,38,45,49,52,2241822715
493619,20190420,15,16,23,27,42,43,2266775858
493719,20190421,19,21,22,23,43,45,2188187168
493819,20190424,04,21,23,25,43,51,2212104204
493919,20190427,06,09,13,40,42,54,2237300304
494019,20190428,04,09,17,28,39,43,2261629144
494119,20190501,10,17,27,43,45,52,2287600947
494219,20190504,19,22,37,39,43,55,2312593236
494319,20190505,04,11,36,39,45,51,2337643583
494419,20190508,13,17,19,29,37,54,2361374862
494519,20190511,28,29,36,37,40,51,2386025595
494619,20190512,10,12,36,39,51,53,2410538405
494719,20190515,12,23,27,29,37,52,2433935994
494819,20190518,03,06,29,33,53,55,2458367759
494919,20190519,02,05,11,30,45,54,2482069830
495019,20190522,15,18,25,30,50,53,2505648600
495119,20190525,01,05,22,29,34,54,2529939724
495219,20190526,11,14,21,40,50,53,0314296425
495319,20190529,17,18,27,35,42,52,0323599540
495419,20190601,08,12,20,28,32,53,0332381492
495519,20190602,10,13,16,22,23,44,0340725113
495619,20190605,11,18,30,39,45,46,0349021902
495719,20190608,02,14,16,36,43,50,0357304283
495819,20190609,09,16,21,25,33,44,0365319934
495919,20190612,07,11,24,35,41,42,0372979550
496019,20190615,07,09,34,38,46,49,0380777590
496119,20190616,02,06,11,23,37,38,0388508742
496219,20190618,06,23,31,33,42,47,0394387973
496319,20190619,01,11,21,25,51,54,0401289403
496419,20190622,06,07,12,13,34,51,0408931073
496519,20190623,11,12,15,20,30,39,0416509001
496619,20190626,07,09,10,12,39,42,0424029800
496719,20190629,08,13,34,43,45,55,0431769103
496819,20190630,12,14,21,36,43,48,0439378705
496919,20190703,12,26,35,39,45,46,0446934110
497019,20190706,09,16,20,24,50,51,0454789708
497119,20190707,08,34,37,50,53,54,0462640194
497219,20190710,01,05,23,26,37,44,0470297129
497319,20190713,21,33,39,44,50,52,0478359147
497419,20190714,07,18,23,35,53,54,0486129874
497519,20190717,28,36,38,42,49,55,0493757172
497619,20190720,01,13,15,32,39,45,0501702395
497719,20190721,05,23,40,43,45,49,0509504511
497819,20190724,08,10,44,45,46,55,0517251786
497919,20190727,08,15,24,35,38,51,0525264827
498019,20190728,07,14,32,37,40,41,0533151778
498119,20190730,05,09,24,42,45,48,0539851507
498219,20190731,06,12,26,39,48,55,0547074008
498319,20190803,03,08,22,50,52,53,0555221362
498419,20190804,01,08,25,39,49,51,0563228361
498519,20190807,04,29,32,44,45,52,0571139622
498619,20190810,03,05,09,36,44,55,0579302563
498719,20190811,23,27,31,41,47,50,0587231520
498819,20190814,15,25,34,40,44,47,0595043324
